Id,MSZoning,LotFrontage,LotArea,LotShape,Neighborhood,Condition1,BldgType,HouseStyle,TotalBsmtSF,Foundation,CentralAir,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,TotalBath,GarageCars,GarageArea,WasRemodeled,AgeWhenSold,SalePrice
809,RL,85.0,13400,Reg,NAmes,Norm,1Fam,SLvl,1024,CBlock,Y,1086,3,6,1,2,2,484,N,40,159950
1127,RL,53.0,3684,Reg,Blmngtn,Norm,TwnhsE,1Story,1373,PConc,Y,1555,2,7,1,2,3,660,N,2,174000
1311,RL,100.0,17500,Reg,Crawfor,PosA,1Fam,1Story,1902,PConc,Y,1902,3,7,2,3,2,567,Y,51,335000
1181,RL,0.0,11170,IR2,Timber,Norm,1Fam,2Story,1216,Wood,Y,2514,4,8,0,3,2,693,Y,16,250000
189,RL,64.0,7018,Reg,SawyerW,Feedr,Duplex,SFoyer,1086,CBlock,Y,1224,2,6,2,4,2,528,N,30,153337
1260,RL,65.0,9750,Reg,NAmes,Norm,1Fam,1Story,1054,CBlock,Y,1054,3,6,0,3,2,460,N,39,151000
982,RL,98.0,12203,IR1,NoRidge,Norm,1Fam,2Story,1225,PConc,Y,2612,4,8,1,4,3,676,Y,11,336000
905,RL,0.0,6173,IR1,Sawyer,Norm,1Fam,1Story,876,CBlock,Y,902,3,6,0,1,1,288,N,40,125500
317,RL,94.0,13005,IR1,NWAmes,Norm,1Fam,2Story,845,CBlock,Y,2353,4,10,1,4,2,484,N,29,260000
215,RL,0.0,10900,IR1,CollgCr,Norm,1Fam,2Story,689,CBlock,Y,1392,3,6,0,2,1,299,N,33,161750
879,RL,88.0,11782,IR1,Sawyer,Norm,1Fam,SFoyer,1109,CBlock,Y,1155,3,6,0,2,2,576,Y,49,148000
1399,RL,60.0,7200,Reg,NAmes,Norm,1Fam,1.5Fin,1208,CBlock,Y,1904,3,7,0,3,1,240,Y,59,138000
1401,RM,50.0,6000,Reg,BrkSide,Norm,1Fam,1.5Fin,862,BrkTil,Y,1158,3,5,1,1,1,208,Y,79,120000
532,RM,60.0,6155,IR1,BrkSide,RRNn,1Fam,2Story,611,BrkTil,Y,1362,3,6,0,2,2,502,Y,88,128000
256,RL,66.0,8738,IR1,Gilbert,Norm,1Fam,2Story,975,PConc,Y,2291,4,8,1,3,2,429,N,7,230000
31,C (all),50.0,8500,Reg,IDOTRR,Feedr,1Fam,2Story,649,BrkTil,N,1317,3,6,0,1,1,250,Y,88,40000
1116,RL,93.0,12085,Reg,NridgHt,Norm,1Fam,1Story,1734,PConc,Y,1734,3,7,1,3,3,928,N,0,318000
231,RL,73.0,8760,Reg,NAmes,Norm,1Fam,1Story,1194,CBlock,Y,1194,3,6,0,2,1,312,N,51,148000
845,RM,100.0,12665,IR1,OldTown,Artery,1Fam,1.5Fin,876,BrkTil,Y,1416,4,7,1,2,3,720,Y,93,153900
894,RL,0.0,13284,Reg,Sawyer,PosN,1Fam,1Story,1383,PConc,Y,1383,3,6,1,2,1,354,N,54,165000
914,RH,82.0,6270,Reg,Crawfor,Norm,Duplex,2Story,1001,CBlock,N,2002,4,8,0,2,3,871,Y,58,145000
794,RL,76.0,9158,Reg,Somerst,Norm,1Fam,1Story,1496,PConc,Y,1496,3,7,0,2,2,474,N,0,225000
1378,RL,60.0,10998,Reg,Edwards,Norm,1Fam,1.5Fin,984,CBlock,Y,1604,3,6,0,2,2,660,Y,68,117000
265,RM,30.0,5232,IR3,OldTown,Artery,1Fam,1Story,680,BrkTil,N,764,2,4,0,1,2,504,Y,83,73000
102,RL,77.0,9206,Reg,SawyerW,Norm,1Fam,2Story,741,CBlock,Y,1732,3,7,1,3,2,476,N,25,178000
14,RL,91.0,10652,IR1,CollgCr,Norm,1Fam,1Story,1494,PConc,Y,1494,3,7,1,2,3,840,Y,1,279500
1136,RM,60.0,6180,Reg,BrkSide,Norm,1Fam,1Story,960,BrkTil,N,986,2,5,1,1,1,180,Y,81,102000
791,RL,43.0,3182,Reg,Blmngtn,Norm,TwnhsE,1Story,1145,PConc,Y,1145,2,5,1,2,2,397,Y,4,160200
785,RM,35.0,6300,Reg,OldTown,Norm,1Fam,2.5Unf,742,CBlock,Y,1484,3,9,1,2,0,0,Y,94,128000
945,RL,0.0,14375,IR1,Timber,Norm,1Fam,SLvl,819,CBlock,Y,1344,3,7,1,2,2,525,N,51,137500
842,RM,60.0,10440,Reg,OldTown,Norm,1Fam,2Story,650,PConc,Y,1539,3,8,1,2,2,686,Y,100,157500
567,RL,77.0,11198,IR1,StoneBr,Norm,1Fam,2Story,1122,PConc,Y,2504,4,10,1,3,3,656,Y,3,325000
936,RL,52.0,5825,IR1,BrkSide,Norm,1Fam,1Story,600,PConc,Y,747,1,5,0,1,2,528,Y,80,79900
1373,RL,75.0,9750,Reg,CollgCr,Norm,1Fam,2Story,1108,PConc,Y,2097,3,8,1,4,2,583,N,8,274300
524,RL,130.0,30000,IR1,Edwards,PosN,1Fam,2Story,2000,PConc,Y,3000,3,10,1,4,3,884,Y,0,184750
1353,RM,50.0,6000,Reg,BrkSide,Norm,1Fam,1.5Fin,698,BrkTil,Y,1176,2,4,0,1,2,624,Y,72,134900
496,C (all),60.0,7879,Reg,IDOTRR,Norm,1Fam,1Story,720,CBlock,N,720,2,4,0,1,0,0,Y,89,34900
1159,RL,92.0,11932,Reg,Somerst,Feedr,1Fam,1Story,1580,PConc,Y,1580,3,7,0,2,3,830,Y,1,235128
943,RL,42.0,7711,IR1,Edwards,Norm,Duplex,1Story,1440,PConc,Y,1440,4,8,0,4,0,0,N,30,150000
671,RL,64.0,8633,Reg,CollgCr,Norm,1Fam,2Story,738,PConc,Y,1476,3,7,0,4,2,540,N,4,173500
934,RL,63.0,8487,Reg,CollgCr,Norm,1Fam,1Story,1500,PConc,Y,1500,3,6,0,2,2,570,N,5,190000
1203,RM,50.0,6000,Reg,BrkSide,Norm,1Fam,1.5Fin,884,BrkTil,Y,1348,3,5,1,2,1,216,Y,84,117000
1094,RL,71.0,9230,Reg,NAmes,Feedr,1Fam,1Story,864,CBlock,Y,1200,1,6,0,3,2,884,Y,41,146000
367,RL,0.0,9500,IR1,NAmes,Norm,1Fam,1Story,1394,CBlock,Y,1394,3,6,2,3,2,514,N,46,159000
1042,RL,0.0,9130,Reg,NWAmes,Feedr,1Fam,2Story,800,CBlock,Y,1632,4,7,0,3,2,484,Y,42,173000
229,RL,70.0,8521,Reg,Sawyer,Feedr,1Fam,1Story,912,CBlock,Y,912,3,5,1,1,1,336,N,43,125000
418,RL,86.0,22420,IR1,Crawfor,Feedr,1Fam,2Story,1370,BrkTil,N,2624,4,10,1,4,3,864,Y,89,239000
207,RL,40.0,13673,IR1,Sawyer,RRAe,1Fam,1Story,1140,CBlock,Y,1696,3,8,1,2,1,349,N,45,143900
80,RM,60.0,10440,Reg,OldTown,Norm,1Fam,2Story,440,PConc,Y,1230,2,5,0,2,2,440,Y,99,110000
191,RL,70.0,10570,Reg,Crawfor,Norm,1Fam,2Story,853,CBlock,Y,2727,3,10,2,3,2,440,Y,75,315000
493,RL,105.0,15578,IR1,Gilbert,Norm,1Fam,2Story,728,PConc,Y,1456,3,8,0,3,2,429,N,0,172785
726,RL,60.0,6960,Reg,NAmes,Norm,1Fam,1Story,864,CBlock,Y,864,3,5,0,1,2,660,N,39,120500
146,RM,24.0,2522,Reg,Edwards,Norm,Twnhs,2Story,970,PConc,Y,1709,3,7,0,2,2,380,Y,2,130000
1016,RL,70.0,8400,Reg,NWAmes,Norm,1Fam,2Story,810,PConc,Y,1665,3,6,0,4,2,528,N,8,227000
319,RL,90.0,9900,Reg,NoRidge,Norm,1Fam,2Story,1347,PConc,Y,2646,4,9,1,4,3,656,N,16,260000
821,RL,72.0,7226,IR1,CollgCr,Norm,1Fam,2Story,798,PConc,Y,1640,3,6,0,3,2,595,N,5,183000
1187,RL,107.0,10615,IR1,OldTown,Artery,2fmCon,2Story,978,CBlock,Y,1699,3,7,0,3,2,420,Y,100,95000
458,RL,0.0,30000,IR1,ClearCr,Norm,1Fam,1Story,1364,CBlock,Y,1663,2,6,2,2,2,529,Y,54,256000
145,RM,70.0,9100,Reg,Sawyer,RRAe,Duplex,1Story,1728,CBlock,Y,1728,5,10,0,3,2,504,N,43,125000
1211,RL,70.0,11218,Reg,SawyerW,Norm,1Fam,2Story,1055,PConc,Y,1845,3,8,1,3,2,462,N,18,189000
993,RL,80.0,9760,Reg,NAmes,Norm,1Fam,2Story,822,CBlock,Y,1851,3,7,1,3,2,440,Y,43,187000
825,FV,81.0,11216,Reg,Somerst,Norm,1Fam,1Story,1489,PConc,Y,1489,3,7,1,2,2,776,N,0,232600
761,RL,70.0,9100,Reg,NAmes,Norm,1Fam,1Story,864,CBlock,Y,864,2,5,0,1,1,300,N,50,127500
1460,RL,75.0,9937,Reg,Edwards,Norm,1Fam,1Story,1256,CBlock,Y,1256,3,6,0,3,1,276,N,43,147500
593,RL,60.0,6600,Reg,Mitchel,Norm,1Fam,1Story,816,PConc,Y,816,2,4,0,2,2,816,Y,26,138000
1155,RL,0.0,13700,IR1,NAmes,Norm,1Fam,2Story,864,CBlock,Y,1820,4,8,2,3,2,492,Y,43,201800
919,RL,103.0,13125,IR1,SawyerW,Norm,1Fam,2Story,1104,PConc,Y,2127,4,8,1,4,3,833,N,16,238000
84,RL,80.0,8892,IR1,NAmes,Norm,1Fam,1Story,1065,CBlock,Y,1065,3,6,0,2,2,461,N,47,126500
155,RM,84.0,11340,Reg,OldTown,Norm,1Fam,1Story,1200,BrkTil,Y,1200,4,7,0,1,1,312,Y,83,125000
1000,RL,64.0,6762,Reg,CollgCr,Norm,1Fam,1Story,1187,PConc,Y,1208,2,6,0,3,2,632,N,4,206000
1396,RL,88.0,12665,IR1,Timber,Norm,1Fam,2Story,1094,PConc,Y,2482,4,9,1,3,3,642,Y,2,281213
749,RL,59.0,10593,IR1,NoRidge,Norm,1Fam,1Story,1720,PConc,Y,1720,3,7,1,3,2,527,N,14,260400
128,RM,55.0,4388,IR1,OldTown,Feedr,1Fam,1.5Unf,672,BrkTil,Y,840,3,5,1,1,0,0,Y,77,87000
1310,RL,0.0,7153,Reg,SawyerW,Norm,1Fam,1Story,1278,CBlock,Y,1294,3,6,0,3,2,496,N,17,179200
881,RL,60.0,7024,Reg,Edwards,Norm,1Fam,1Story,1090,PConc,Y,1090,2,5,0,3,2,450,Y,2,157000
404,RL,93.0,12090,Reg,NoRidge,Norm,1Fam,2Story,1141,PConc,Y,2263,4,10,1,3,2,420,N,8,258000
151,RL,120.0,10356,Reg,CollgCr,Norm,1Fam,1Story,969,CBlock,Y,969,3,5,0,2,2,440,N,32,122000
1062,C (all),120.0,18000,Reg,IDOTRR,Norm,1Fam,1Story,894,CBlock,Y,894,2,6,0,1,3,1000,Y,73,81000
414,RM,56.0,8960,Reg,OldTown,Artery,1Fam,1Story,1008,CBlock,Y,1028,2,5,1,1,2,360,Y,83,115000
956,RH,82.0,7136,IR1,Crawfor,Norm,Duplex,2Story,979,CBlock,N,1958,4,8,0,2,2,492,Y,61,145000
1325,RL,75.0,9986,Reg,Somerst,Norm,1Fam,1Story,1795,PConc,Y,1795,2,7,1,2,3,895,Y,1,147000
988,RL,83.0,10159,IR1,NridgHt,Norm,1Fam,1Story,1930,PConc,Y,1940,3,8,1,4,3,606,Y,1,395192
718,RL,80.0,10000,Reg,NWAmes,Norm,1Fam,1Story,1176,CBlock,Y,1178,3,5,1,3,2,439,Y,35,157000
841,RH,0.0,12155,IR1,SWISU,Norm,1Fam,2Story,672,BrkTil,N,1482,4,7,0,2,1,400,Y,83,140000
806,RL,91.0,12274,IR1,Somerst,Norm,1Fam,1Story,1417,PConc,Y,1428,3,6,0,2,2,554,N,0,227680
848,RL,36.0,15523,IR1,CollgCr,Norm,1Fam,1Story,864,CBlock,Y,864,3,5,1,2,1,338,N,37,133500
353,RL,60.0,9084,Reg,Edwards,Artery,1Fam,1.5Fin,616,CBlock,N,1111,3,5,0,2,1,200,Y,67,95000
96,RL,0.0,9765,IR2,Gilbert,Norm,1Fam,2Story,680,PConc,Y,1470,3,6,1,3,2,420,N,16,185000
626,RL,87.0,10000,IR1,NAmes,Norm,1Fam,1Story,1116,CBlock,Y,1116,3,5,0,2,2,440,N,48,160000
572,RL,60.0,7332,Reg,NAmes,Norm,1Fam,1Story,864,CBlock,Y,864,2,4,0,2,1,288,N,47,120000
38,RL,74.0,8532,Reg,NAmes,Norm,1Fam,1Story,1297,CBlock,Y,1297,3,5,1,2,2,498,Y,55,153000
486,RL,80.0,9600,Reg,NAmes,Norm,1Fam,1Story,1113,CBlock,Y,1113,3,5,1,1,1,264,Y,59,147000
144,RL,78.0,10335,IR1,CollgCr,Norm,1Fam,1Story,1490,PConc,Y,1501,3,6,0,3,2,577,N,10,204000
763,FV,72.0,8640,Reg,Somerst,Norm,1Fam,2Story,756,PConc,Y,1547,3,7,0,3,2,614,N,1,215200
159,FV,100.0,12552,Reg,Somerst,Norm,1Fam,2Story,991,PConc,Y,1947,3,8,1,3,2,678,Y,6,254900
553,RL,87.0,11146,IR1,NridgHt,Norm,1Fam,1Story,1709,PConc,Y,1717,3,7,1,2,3,908,N,3,255500
819,RL,80.0,8816,Reg,ClearCr,Norm,1Fam,SLvl,1010,CBlock,Y,1052,3,6,0,2,2,440,N,39,155000
793,RL,92.0,9920,IR1,NoRidge,Norm,1Fam,2Story,1117,PConc,Y,2013,3,8,1,4,2,455,Y,11,269790
983,RL,43.0,3182,Reg,Blmngtn,Norm,1Fam,1Story,1266,PConc,Y,1266,2,6,1,2,2,388,N,1,159895
1047,RL,85.0,16056,IR1,StoneBr,Norm,1Fam,2Story,1992,PConc,Y,2868,4,10,1,4,3,716,Y,1,556581
747,RL,0.0,8795,IR1,Gilbert,Norm,1Fam,2Story,952,PConc,Y,2256,4,8,1,3,2,554,N,9,236000
237,RL,65.0,8773,Reg,CollgCr,Norm,1Fam,1Story,1414,PConc,Y,1414,3,6,0,2,2,494,N,6,185500
921,RL,70.0,8462,IR1,SawyerW,Norm,1Fam,2Story,928,PConc,Y,1721,3,7,0,4,2,471,N,13,201000
223,RL,85.0,11475,Reg,NWAmes,RRAn,1Fam,2Story,713,CBlock,Y,1552,3,6,1,4,2,434,N,31,179900
1280,C (all),60.0,7500,Reg,IDOTRR,Norm,1Fam,1.5Fin,698,CBlock,Y,1128,2,6,0,1,2,528,Y,90,68400
1171,RL,76.0,9880,Reg,Mitchel,Norm,1Fam,SLvl,1096,CBlock,Y,1118,3,6,1,2,1,358,N,31,171000
941,RL,55.0,12640,IR1,Mitchel,Norm,Duplex,1Story,1728,CBlock,Y,1728,4,8,0,2,2,574,N,30,150900
662,RL,52.0,30000,IR2,NoRidge,Norm,1Fam,2Story,1629,PConc,Y,2448,4,8,1,4,3,711,Y,15,402000
589,RL,65.0,25095,IR1,ClearCr,Norm,1Fam,1Story,1437,CBlock,Y,1473,1,5,2,3,1,452,Y,41,143000
882,RL,44.0,13758,IR1,Timber,Norm,1Fam,1.5Fin,1156,CBlock,Y,1717,3,7,1,3,2,400,Y,17,187500
1259,RL,59.0,9587,IR1,Gilbert,Norm,1Fam,SLvl,856,PConc,Y,1166,2,5,0,3,2,400,N,3,190000
63,RL,44.0,6442,IR1,NridgHt,Norm,TwnhsE,1Story,1370,PConc,Y,1370,2,6,1,2,2,484,N,1,202500
1278,RL,0.0,17871,IR1,NWAmes,Norm,1Fam,SLvl,1680,CBlock,Y,1724,3,7,1,3,2,480,Y,42,197900
194,RM,24.0,2522,Reg,Edwards,Norm,Twnhs,2Story,970,PConc,Y,1709,3,7,0,2,2,380,N,2,130000
236,RM,21.0,1680,Reg,BrDale,Norm,TwnhsE,2Story,483,CBlock,Y,987,2,5,0,2,1,264,N,37,89500
182,RL,54.0,7588,Reg,Crawfor,Norm,1Fam,2Story,793,BrkTil,Y,1802,4,9,1,2,1,216,Y,86,200100
1175,RL,80.0,16560,IR1,Crawfor,Norm,1Fam,2Story,952,BrkTil,Y,2345,4,9,1,3,2,360,Y,74,239000
893,RL,70.0,8414,Reg,Sawyer,Norm,1Fam,1Story,1059,CBlock,Y,1068,3,6,0,2,1,264,Y,43,154500
924,RL,50.0,8012,Reg,SawyerW,Norm,TwnhsE,1Story,1604,PConc,Y,1617,2,5,1,3,2,533,Y,15,193000
522,RL,90.0,11988,IR1,NAmes,Feedr,1Fam,1Story,1244,CBlock,Y,1244,3,6,2,2,1,336,N,50,150000
670,RL,80.0,11600,Reg,Crawfor,Norm,1Fam,1Story,700,BrkTil,Y,1180,2,5,1,1,1,252,Y,84,137500
830,FV,24.0,2544,Reg,Somerst,Norm,Twnhs,2Story,600,PConc,Y,1223,2,4,0,3,2,480,N,1,147400
925,RL,79.0,10240,Reg,NWAmes,Norm,1Fam,1Story,1686,CBlock,Y,1686,3,7,1,3,2,612,N,26,207500
1028,RL,71.0,9520,IR1,Timber,Norm,1Fam,1Story,1638,PConc,Y,1646,3,7,1,3,3,800,Y,1,293077
734,RL,80.0,10000,Reg,Sawyer,Feedr,1Fam,1Story,864,CBlock,Y,1144,3,6,1,2,1,264,Y,48,131400
383,RL,79.0,9245,IR1,CollgCr,Norm,1Fam,2Story,939,PConc,Y,1797,3,8,0,3,2,639,N,1,213500
1233,RL,70.0,9842,Reg,NAmes,Norm,Duplex,1Story,0,Slab,Y,1224,2,6,0,2,2,462,N,45,101800
1355,RL,0.0,10316,IR1,CollgCr,Norm,1Fam,2Story,992,PConc,Y,1865,3,7,1,4,3,839,N,8,235000
332,RL,70.0,8176,Reg,NAmes,Norm,1Fam,1Story,1056,CBlock,Y,1056,3,6,0,2,1,308,Y,49,139000
799,RL,104.0,13518,Reg,NridgHt,Norm,1Fam,2Story,1926,PConc,Y,3000,4,10,2,4,3,820,Y,1,485000
263,RL,88.0,8471,IR1,Sawyer,Norm,1Fam,SLvl,506,CBlock,Y,1212,3,6,1,2,2,492,Y,29,151000
7,RL,75.0,10084,Reg,Somerst,Norm,1Fam,1Story,1686,PConc,Y,1694,3,7,1,3,2,636,Y,3,307000
267,RL,70.0,11207,IR1,Gilbert,Norm,1Fam,2Story,802,PConc,Y,1511,3,8,1,4,2,413,N,9,185000
39,RL,68.0,7922,Reg,NAmes,Norm,1Fam,1Story,1057,CBlock,Y,1057,3,5,0,2,1,246,Y,57,109000
1417,RM,60.0,11340,Reg,OldTown,Norm,2fmCon,2Story,777,PConc,Y,2290,4,10,0,2,2,560,Y,100,122500
546,RL,0.0,13837,IR1,NWAmes,Norm,1Fam,1.5Fin,1204,PConc,Y,2183,4,9,0,3,3,786,N,18,229000
119,RL,90.0,12376,Reg,SawyerW,Norm,1Fam,2Story,1673,PConc,Y,3000,5,10,2,4,3,594,N,20,320000
653,RL,70.0,8750,Reg,CollgCr,Norm,1Fam,2Story,880,PConc,Y,1716,2,7,1,3,2,512,N,13,191000
786,RL,0.0,9790,Reg,NWAmes,Feedr,1Fam,1Story,1372,CBlock,Y,1342,3,7,1,2,2,457,N,42,161500
1024,RL,43.0,3182,Reg,Blmngtn,Norm,TwnhsE,1Story,1346,PConc,Y,1504,2,7,1,2,2,437,Y,3,191000
106,FV,75.0,9375,Reg,Somerst,Norm,1Fam,2Story,1053,PConc,Y,1992,3,9,1,3,2,648,Y,5,250000
1092,FV,24.0,2160,Reg,Somerst,Norm,Twnhs,2Story,600,PConc,Y,1252,2,4,0,4,2,462,Y,9,160000
485,RL,0.0,7758,IR1,Sawyer,Norm,1Fam,1Story,999,CBlock,Y,999,3,6,0,2,1,264,Y,45,132500
1409,RM,60.0,7740,Reg,OldTown,Norm,1Fam,2Story,622,CBlock,Y,1363,3,6,0,1,2,528,Y,100,125500
843,RL,82.0,9020,Reg,NAmes,Norm,1Fam,SLvl,1127,CBlock,Y,1165,3,6,0,3,2,490,N,42,174900
684,RL,90.0,11248,IR1,CollgCr,Norm,1Fam,1Story,1626,PConc,Y,1668,3,7,1,3,3,702,N,5,285000
21,RL,101.0,14215,IR1,NridgHt,Norm,1Fam,2Story,1158,PConc,Y,2376,4,9,1,4,3,853,Y,1,325300
243,RM,63.0,5000,Reg,OldTown,Norm,1Fam,1.5Fin,540,BrkTil,N,1440,3,6,0,1,1,352,Y,100,79000
51,RL,0.0,13869,IR2,Gilbert,Norm,1Fam,2Story,794,PConc,Y,1470,3,6,0,3,2,388,N,10,177000
163,RL,95.0,12182,Reg,NridgHt,Norm,1Fam,1Story,1541,PConc,Y,1541,3,7,1,2,2,532,N,5,220000
442,RL,92.0,12108,Reg,Edwards,Norm,Duplex,1Story,1440,CBlock,N,1440,4,8,0,2,0,0,N,53,118000
732,RL,73.0,9590,IR1,Timber,Norm,1Fam,SLvl,868,PConc,Y,1146,3,6,1,3,2,438,N,4,187500
765,RL,30.0,9549,IR1,Veenker,Norm,TwnhsE,1Story,1494,PConc,Y,1494,2,6,1,3,2,481,Y,11,270000
878,RL,74.0,8834,Reg,NridgHt,Norm,1Fam,2Story,1462,PConc,Y,2224,4,10,1,4,3,738,Y,5,350000
1179,RL,54.0,7681,IR1,Crawfor,Norm,1Fam,1.5Fin,731,BrkTil,Y,1343,3,7,1,2,1,186,Y,88,154900
302,RL,66.0,16226,IR3,CollgCr,Norm,1Fam,2Story,1028,PConc,Y,2452,4,9,1,3,2,683,Y,9,267000
1053,RL,100.0,9500,Reg,NAmes,Artery,1Fam,2Story,816,CBlock,Y,1977,4,9,1,3,2,540,Y,43,165000
173,RL,44.0,5306,IR1,StoneBr,Norm,TwnhsE,2Story,1064,PConc,Y,1767,2,5,1,3,2,504,N,19,239000
708,RL,48.0,6240,Reg,NridgHt,Norm,TwnhsE,1Story,1324,PConc,Y,1324,2,6,1,3,2,550,N,3,254000
659,RL,78.0,17503,Reg,NAmes,Artery,1Fam,1.5Fin,912,CBlock,Y,1458,3,6,1,2,1,330,Y,62,97500
1096,RL,78.0,9317,IR1,CollgCr,Norm,1Fam,1Story,1314,PConc,Y,1314,3,6,1,2,2,440,N,1,176432
285,RL,50.0,8012,Reg,SawyerW,Norm,TwnhsE,1Story,1575,PConc,Y,1575,2,5,0,3,2,529,N,15,179200
1037,RL,89.0,12898,IR1,Timber,Norm,1Fam,1Story,1620,PConc,Y,1620,2,6,1,3,3,912,Y,2,315500
1263,RL,0.0,11250,Reg,ClearCr,Norm,1Fam,1.5Fin,1104,CBlock,Y,1788,5,8,2,2,1,304,Y,52,161500
1446,RL,70.0,8400,Reg,Sawyer,Norm,1Fam,SFoyer,814,CBlock,Y,913,3,6,0,2,1,240,N,41,129000
1457,RL,85.0,13175,Reg,NWAmes,Norm,1Fam,1Story,1542,CBlock,Y,2073,3,7,2,3,2,500,Y,32,210000
1192,FV,24.0,2645,Reg,Somerst,Norm,Twnhs,2Story,776,PConc,Y,1441,2,5,0,3,2,492,Y,8,174000
1198,RM,65.0,8850,IR1,OldTown,Norm,1Fam,2.5Unf,815,BrkTil,Y,1690,3,7,1,1,1,225,Y,90,144000
669,RL,0.0,14175,Reg,Sawyer,Norm,1Fam,1Story,1188,CBlock,Y,1437,3,6,1,3,2,576,Y,50,168000
1347,RL,0.0,20781,IR2,NWAmes,PosN,1Fam,1Story,1568,CBlock,Y,2156,3,9,1,2,2,508,Y,38,262500
211,RL,67.0,5604,Reg,Edwards,Norm,1Fam,1Story,864,CBlock,N,864,2,5,0,2,0,0,Y,83,98000
345,RM,36.0,2592,Reg,MeadowV,Norm,TwnhsE,2Story,536,CBlock,Y,1112,3,4,0,2,1,336,N,34,85000
307,RL,116.0,13474,Reg,SawyerW,Feedr,1Fam,2Story,700,CBlock,Y,2243,4,8,1,4,3,746,Y,17,225000
218,RM,57.0,9906,Reg,OldTown,Norm,1Fam,2Story,686,CBlock,N,1328,3,8,0,1,1,210,Y,81,107000
1433,RL,60.0,10800,Reg,OldTown,Norm,1Fam,1Story,656,BrkTil,Y,968,4,5,0,2,1,216,Y,80,64500
290,RL,60.0,8730,Reg,BrkSide,RRAn,1Fam,2Story,698,BrkTil,Y,1396,3,7,0,1,1,384,Y,92,153575
379,RL,88.0,11394,Reg,StoneBr,Norm,1Fam,1Story,1856,PConc,Y,1856,1,8,1,3,3,834,N,0,394432
168,RL,86.0,10562,Reg,NridgHt,Norm,1Fam,2Story,1582,PConc,Y,2161,3,8,1,3,3,789,N,0,325624
422,RL,0.0,16635,IR1,NWAmes,Norm,1Fam,1Story,1602,CBlock,Y,1602,3,8,1,3,2,529,Y,32,215000
226,RM,21.0,1680,Reg,BrDale,Norm,Twnhs,2Story,630,CBlock,Y,1302,3,6,0,3,1,280,N,38,112000
617,RL,0.0,7861,IR1,Gilbert,Norm,1Fam,2Story,783,PConc,Y,1509,3,7,1,4,2,393,Y,4,183200
13,RL,0.0,12968,IR2,Sawyer,Norm,1Fam,1Story,912,CBlock,Y,912,2,4,0,2,1,352,N,46,144000
523,RM,50.0,5000,Reg,BrkSide,Feedr,1Fam,1.5Fin,1004,CBlock,Y,1664,3,7,2,2,2,420,Y,59,159000
1093,RL,60.0,8400,Reg,SWISU,Norm,1Fam,1.5Fin,1181,PConc,Y,1694,4,7,1,2,2,576,Y,83,136500
69,RM,47.0,4608,Reg,OldTown,Artery,1Fam,1Story,747,CBlock,Y,747,2,4,0,1,1,220,Y,65,80000
91,RL,60.0,7200,Reg,NAmes,Norm,1Fam,1Story,0,Slab,Y,1040,2,4,0,1,2,420,N,56,109900
1189,RL,68.0,8935,IR1,CollgCr,Norm,1Fam,2Story,831,PConc,Y,1660,3,7,0,3,2,493,N,7,195000
381,RL,50.0,5000,Reg,SWISU,Norm,1Fam,1.5Fin,1026,BrkTil,Y,1691,3,6,1,2,1,308,Y,86,127000
951,RL,60.0,7200,Reg,NAmes,Norm,1Fam,1Story,864,CBlock,Y,864,3,5,0,2,2,720,Y,57,129000
373,RL,50.0,7175,Reg,SawyerW,Norm,TwnhsE,1Story,744,CBlock,Y,752,2,4,0,2,1,264,N,26,125000
259,RL,80.0,12435,Reg,CollgCr,Norm,1Fam,2Story,963,PConc,Y,1792,3,7,1,3,2,564,N,7,231500
1237,RL,36.0,2628,Reg,NridgHt,Norm,Twnhs,2Story,764,PConc,Y,1626,2,6,0,3,2,474,N,7,175500
1240,RL,64.0,9037,IR1,Timber,Norm,1Fam,1Story,1476,PConc,Y,1484,2,6,1,2,2,472,N,1,265900
305,RM,87.0,18386,Reg,OldTown,Norm,1Fam,2.5Fin,1470,BrkTil,Y,3000,3,10,1,3,3,870,Y,100,295000
1306,RL,108.0,13173,IR1,NridgHt,Norm,1Fam,1Story,1652,PConc,Y,1652,2,6,2,3,2,840,Y,3,325000
411,RL,68.0,9571,Reg,Edwards,Norm,1Fam,1Story,1276,CBlock,Y,1276,3,5,0,1,1,350,N,51,60000
1412,RL,80.0,9600,Reg,NAmes,Norm,1Fam,1.5Fin,856,CBlock,Y,1668,3,6,0,2,1,271,Y,59,140000
971,RL,60.0,10800,Reg,NAmes,Norm,1Fam,1.5Fin,720,CBlock,N,1192,4,6,0,2,0,0,Y,57,135000
43,RL,0.0,9180,IR1,SawyerW,Norm,1Fam,SFoyer,840,CBlock,Y,884,2,5,0,2,2,504,N,24,144000
209,RL,0.0,14364,IR1,SawyerW,Norm,1Fam,2Story,1157,CBlock,Y,2062,3,7,1,4,2,454,Y,19,277000
533,RL,60.0,7200,Reg,NAmes,Norm,1Fam,1Story,0,Slab,Y,827,2,5,1,1,1,392,Y,55,107500
975,RL,60.0,11414,IR1,BrkSide,RRAn,1Fam,2Story,728,BrkTil,N,2019,3,8,0,1,2,532,Y,99,167500
491,RM,0.0,2665,Reg,MeadowV,Norm,TwnhsE,2Story,264,PConc,Y,1304,3,4,1,2,1,336,N,32,115000
